ID,provincia,departamento,localidad,nombre_barrio,otros_nombres_barrio,tipo_de_barrio,cantidad_de_familias,anio_creo_barrio,luz,excretas,agua,energia_calefaccion,energia_cocinar,emergencias_policia,emergencias_bomberos,emergencias_ambulancia,plantacion_forestal,ribera_rio,pendiente,basural,torres_de_alta_tension,linea_de_tren,camino_de_alto_trafico,desechos_industriales,actividad_agropecuaria,relleno_sanitario,inundaciones,jardin_de_infantes,escuela_primaria,escuela_secundaria,hospital,sala_medica,comisaria,parada_transporte_publico,plaza,centro_de_deportes,alcantarillado,asfalto,alumbrado,recoleccion_de_residuos,organizaciones_externas,mayores_problemas_barrio1,cosas_que_mas_le_gustan1,poligono,IDENTIFICAR,anio
TE_000056,"SANTA FE","DEPARTAMENTO DE ROSARIO","ROSARIO OESTE","los olivos",,"ASENTAMIENTO DE FORMA PLANIFICADA CON PARTICIPACIÓN DEL ESTADO (LOTEO SOCIAL).",150,1975,"RED PÚBLICA CON MEDIDORES DOMICILIARIOS. (CADA FAMILIA CON SU FACTURA, CON SU PROPIO MEDIDOR)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CAMIÓN CISTERNA (NO HAY CONEXIÓN DE NINGÚN TIPO, UN CAMIÓN ABASTECE DE AGUA)","ENERGÍA ELÉCTRICA ( CALENTADOR/ESTUFA ELÉCTRICO)","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","MÁS DE 50 CUADRAS(+5 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","NO SABE / NO RESPONDE",NO,NO,"SI, PROVISTOS POR EL ESTADO.","SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",NO,INSEGURIDAD/DELINCUENCIA,"UNIÓN Y FAMILIARIDAD ENTRE VECINOS","-60.7255402931998,-32.96994246467713 -60.72584665452604,-32.96994871284925 -60.72583489697773,-32.970256946718 -60.72862099999999,-32.970354 -60.73166730518405,-32.9704339798651 -60.73163883779862,-32.97157224592119 -60.72990347830611,-32.97154250216926 -60.72770802658395,-32.9714357075117 -60.72732234275448,-32.97153175010002 -60.72548469165192,-32.97147676035854 -60.72547794218439,-32.97098168889232 -60.7255402931998,-32.96994246467713","CUMPLE CON LA DEFINICIÓN ",2016
TE_000057,CHACO,"SAN FERNANDO",RESISTENCIA,"Molina punta",,ASENTAMIENTO,130,2003,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","AGUA CORRIENTE DE RED PÚBLICA (CADA VECINO CON SU FACTURA, CON SU PROPIO MEDIDOR DE AGUA EN EL FRENTE DE CADA VIVIENDA)","NO TIENE","GAS EN GARRAFA",SIEMPRE,SIEMPRE,"A VECES","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 100 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 100 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO",,"A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","SI, HECHOS POR LOS VECINOS.",NO,"SI, PROVISTOS POR EL ESTADO.",NO,NO,OTRO,TRANQUILIDAD,"-58.961188,-27.460888 -58.961268,-27.460816 -58.96224311116859,-27.46169535924699 -58.96152286283718,-27.46238479152682 -58.960818,-27.462921 -58.960353,-27.463258 -58.959987,-27.463222 -58.959003,-27.462748 -58.961188,-27.460888","CUMPLE CON LA DEFINICIÓN ",2016
TE_000060,"BUENOS AIRES","LA PLATA","LOS HORNOS","la 52",,ASENTAMIENTO,50,1975,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA",OTRO,"GAS EN GARRAFA","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 10 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 10 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 10 MTS","A MENOS DE 10 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","OCASIONALMENTE (ALGUNAS VECES POR AÑO)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)",NO,NO,NO,"SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",NO,"FALTA DE ACCESO A LOS SERVICIOS",OTRO,"-57.99419000000001,-34.957731 -57.991655,-34.955995 -57.99209400000001,-34.955612 -57.994526,-34.957751 -57.99419000000001,-34.957731","CUMPLE CON LA DEFINICIÓN ",2016
TE_000063,"BUENOS AIRES",LANUS,"MONTE CHINGOLO","Villa de La Fe",anexo,VILLA,800,1999,"RED PÚBLICA CON MEDIDORES DOMICILIARIOS. (CADA FAMILIA CON SU FACTURA, CON SU PROPIO MEDIDOR)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","ENERGÍA ELÉCTRICA ( CALENTADOR/ESTUFA ELÉCTRICO)","GAS EN GARRAFA","A VECES",SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 10 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","SI, HECHOS POR LOS VECINOS.",SÍ,"SI, PROVISTOS POR EL ESTADO.","SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",SÍ,INSEGURIDAD/DELINCUENCIA,OTRO,"-58.35363374172896,-34.72357578062785 -58.35388113645804,-34.72378567476302 -58.35359631579478,-34.72398333397458 -58.35320171118234,-34.72432742408422 -58.35302735566776,-34.72457240850978 -58.35296301082189,-34.7248244116215 -58.35288289197451,-34.72508717137132 -58.3528463839444,-34.72516383659273 -58.35269959388543,-34.72512075659543 -58.352678,-34.725039 -58.34913109065384,-34.72313295313 -58.34859547900584,-34.72391826132506 -58.34818807154613,-34.72372945801892 -58.34848868530009,-34.72294105019117 -58.34852275740926,-34.72281211740327 -58.349606,-34.720017 -58.35363374172896,-34.72357578062785","CUMPLE CON LA DEFINICIÓN ",2016
TE_000074,NEUQUÉN,CONFLUENCIA,NEUQUÉN,"la franja","loteo social",ASENTAMIENTO,100,2010,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE A CÁMARA SÉPTICA Y POZO CIEGO","AGUA CORRIENTE DE RED PÚBLICA (CADA VECINO CON SU FACTURA, CON SU PROPIO MEDIDOR DE AGUA EN EL FRENTE DE CADA VIVIENDA)","LEÑA O CARBÓN","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 10 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","OCASIONALMENTE (ALGUNAS VECES POR AÑO)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","SI, HECHOS POR LOS VECINOS.",NO,NO,NO,NO,"FALTA DE ACCESO A LOS SERVICIOS","UNIÓN Y FAMILIARIDAD ENTRE VECINOS","-68.1290432430648,-38.94740815622295 -68.12847689948833,-38.94742294144 -68.12751272085291,-38.94741545187118 -68.12669163395687,-38.94743711505194 -68.125863,-38.947432 -68.123094,-38.947455 -68.12310555903343,-38.94722306331804 -68.12335536130345,-38.9470221144338 -68.12449324145266,-38.94700893425581 -68.12590342107217,-38.9470049089651 -68.12843437351151,-38.94693376056689 -68.12844,-38.947062 -68.129255,-38.947069 -68.129656,-38.947071 -68.12973206113576,-38.94707270631359 -68.129807,-38.947417 -68.1290432430648,-38.94740815622295","CUMPLE CON LA DEFINICIÓN ",2016
TE_000077,"BUENOS AIRES","LA PLATA","LOS HORNOS","sin nombre xiv",,ASENTAMIENTO,300,1995,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)",OTRO,"CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","ENERGÍA ELÉCTRICA ( CALENTADOR/ESTUFA ELÉCTRICO)","GAS EN GARRAFA","A VECES",SIEMPRE,NUNCA,"NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 10 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 10 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 10 MTS","A MENOS DE 10 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SABE / NO RESPONDE","CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)",NO,NO,NO,"SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",SÍ,OTRO,"UNIÓN Y FAMILIARIDAD ENTRE VECINOS","-57.991982,-34.955538 -57.99081900000001,-34.956418 -57.989792,-34.955476 -57.990923,-34.954595","CUMPLE CON LA DEFINICIÓN ",2016
TE_000078,NEUQUÉN,CONFLUENCIA,NEUQUÉN,".2 de mayo",,ASENTAMIENTO,200,2008,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CAMIÓN CISTERNA (NO HAY CONEXIÓN DE NINGÚN TIPO, UN CAMIÓN ABASTECE DE AGUA)","LEÑA O CARBÓN","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"A MENOS DE 10 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 10 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 10 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO",,"ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","MÁS DE 50 CUADRAS(+5 KM)",NO,NO,NO,"SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",SÍ,"FALTA DE ALUMBRADO",TRANQUILIDAD,"-68.12586377890138,-38.92093066707918 -68.12628384324474,-38.92134077743773 -68.12712452609861,-38.92197330210598 -68.12815525917598,-38.92305713746404 -68.12836076847154,-38.9233933719301 -68.12845317404437,-38.9239997907159 -68.12873359954249,-38.92472779303203 -68.12744198815648,-38.92477377736212 -68.12667855939516,-38.92477248594375 -68.12630584279255,-38.92474306437175 -68.12606444103497,-38.92435557205026 -68.12622542037366,-38.92383556746168 -68.12554108995873,-38.92320671977755 -68.12550319870938,-38.92290502810821 -68.1252691348824,-38.92175966131065 -68.1250381229889,-38.92101405685327 -68.1249736752097,-38.92049673894027 -68.12570890538494,-38.92032508033626 -68.12586377890138,-38.92093066707918","CUMPLE CON LA DEFINICIÓN ",2016
TE_000084,NEUQUÉN,CONFLUENCIA,NEUQUÉN,"la estrella",,ASENTAMIENTO,85,1985,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE A CÁMARA SÉPTICA Y POZO CIEGO","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","GAS EN GARRAFA","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 10 MTS","A MENOS DE 100 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 50 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO",,"A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","NO SABE / NO RESPONDE",NO,NO,"SI, HECHOS POR LOS VECINOS.",NO,NO,"FALTA DE ACCESO A LOS SERVICIOS",SEGURIDAD,"-68.09693287595697,-38.93553378619867 -68.09718269193144,-38.93526408504256 -68.0969613598448,-38.93509164070303 -68.09675632831824,-38.93497119856441 -68.09615349730441,-38.93468447781844 -68.09601779088941,-38.93452375137075 -68.09619487111858,-38.93432067156014 -68.09650767427961,-38.93431283075932 -68.09692965706714,-38.9344329538966 -68.0973476439199,-38.93455973303751 -68.09872745990741,-38.93455778345408 -68.09886914067761,-38.9347934310976 -68.09850341775056,-38.93480247994027 -68.09808244736884,-38.93480704113836 -68.09776397498807,-38.93482815619616 -68.09750030500062,-38.93488445336921 -68.09751632104893,-38.93517229779015 -68.09749248841426,-38.93530058930048 -68.09741942896557,-38.935429148117 -68.09708218676639,-38.93573642074158 -68.09693287595697,-38.93553378619867","CUMPLE CON LA DEFINICIÓN ",2016
TE_000086,CHACO,"SAN FERNANDO","PUERTO VILELAS","As. del Barrio Obrero",,ASENTAMIENTO,9,2003,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","NO TIENE","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 10 MTS","A MENOS DE 10 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 10 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 50 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","OCASIONALMENTE (ALGUNAS VECES POR AÑO)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","SI, PROVISTOS POR EL ESTADO.",NO,NO,NO,NO,"FALTA DE ACCESO A LOS SERVICIOS",TRANQUILIDAD,"-58.94312333647737,-27.51866023331864 -58.942937,-27.518781 -58.942425,-27.518642 -58.94213600000001,-27.518553 -58.94206699999999,-27.518421 -58.942017,-27.518268 -58.942007,-27.5182 -58.9422914112717,-27.51797074100576 -58.94261217929948,-27.51821181435664 -58.94312333647737,-27.51866023331864","CUMPLE CON LA DEFINICIÓN ",2016
TE_000088,CHACO,"SAN FERNANDO",BARRANQUERAS,"Barrio sin nombre","Continuación de 152 viviendas",ASENTAMIENTO,15,2006,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)",OTRO,"CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","NO TIENE","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 10 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO",,"ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)",NO,NO,NO,NO,,"FALTA DE PAVIMENTACIÓN",TRANQUILIDAD,"-58.95567599999999,-27.506093 -58.956991,-27.507211 -58.958557,-27.509045 -58.9565,-27.509791 -58.955177,-27.506442 -58.95567599999999,-27.506093","CUMPLE CON LA DEFINICIÓN ",2016
TE_000090,CORRIENTES,SAAVEDRA,"SANTA ANA DE LOS GUÁCARAS",Caritas,-,ASENTAMIENTO,40,2002,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE A CÁMARA SÉPTICA Y POZO CIEGO","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","NO TIENE","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","MÁS DE 50 CUADRAS(+5 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)",NO,NO,NO,"SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",NO,INSEGURIDAD/DELINCUENCIA,TRANQUILIDAD,"-58.65020531754475,-27.45428717774102 -58.6501238640547,-27.4543013029127 -58.6501935393802,-27.45411838918275 -58.65032150108697,-27.45324284671021 -58.64988300604623,-27.45197484920503 -58.65080588775768,-27.45186565617106 -58.65103400000001,-27.453002 -58.651216,-27.454127 -58.65020531754475,-27.45428717774102","CUMPLE CON LA DEFINICIÓN ",2016
TE_000096,"BUENOS AIRES",LANUS,"LANÚS ESTE","villa pora",,VILLA,450,1970,"RED PÚBLICA CON MEDIDOR COMUNITARIO / SOCIAL. (NO HAY FACTURAS INDIVIDUALES, NO HAY UN MEDIDOR POR FAMILIA, SINO UNO O VARIOS MEDIDORES PARA MUCHAS FAMILIAS).","RED CLOACAL PÚBLICA CONECTADA AL PLUVIAL, AL DESAGÜE DE LLUVIA (CONEXIÓN ?FORMAL? PERO CONECTADA CON EL ALCANTARILLADO O DESAGÜE PLUVIAL).",OTRO,"ENERGÍA ELÉCTRICA ( CALENTADOR/ESTUFA ELÉCTRICO)","GAS EN GARRAFA",SIEMPRE,SIEMPRE,"A VECES","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 10 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 100 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 50 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","OCASIONALMENTE (ALGUNAS VECES POR AÑO)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","SI, PROVISTOS POR EL ESTADO.",SÍ,"SI, HECHOS POR LOS VECINOS.","SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",NO,OTRO,"ÓPTIMA LOCALIZACIÓN","-58.3579030212896,-34.71046084340036 -58.35743151564638,-34.71089726512303 -58.35823671181835,-34.71170760561986 -58.35806661413725,-34.71178095753681 -58.35781865307065,-34.71153977816476 -58.35758252354506,-34.71132351442342 -58.357351529294,-34.71109082550422 -58.35712381099481,-34.71257128749353 -58.35686048810642,-34.71238261565269 -58.35586194467117,-34.71144833538244 -58.35622249821093,-34.71119476929066 -58.35676346321431,-34.71162686553136 -58.35678955179642,-34.71142754666948 -58.35686748632879,-34.71091283896588 -58.35646728576739,-34.71080493443531 -58.35618193322483,-34.71059561159479 -58.35697881611777,-34.71001435896604 -58.35686385984673,-34.70985920216272 -58.35716863590591,-34.70966232249727 -58.35759652025437,-34.70705530829516 -58.35786599500035,-34.70708112452882 -58.35744038292558,-34.7096203148744 -58.35742844885475,-34.70974849868294 -58.35803229200315,-34.71022388931488 -58.3579030212896,-34.71046084340036","CUMPLE CON LA DEFINICIÓN ",2016
